TIME,STUWVAK,VERSCHIL,Q
2018-01-02T00:00:00Z,211E_211D,0.04264584166666674,2.7089771
2018-01-03T00:00:00Z,211E_211D,0.08146882500000001,3.9438729416666667
2018-01-04T00:00:00Z,211E_211D,0.05045835833333323,2.7908937583333335
2018-01-05T00:00:00Z,211E_211D,0.02919792916666671,2.4500989541666667
2018-01-06T00:00:00Z,211E_211D,0.03066672916666661,2.3033583458333333
2018-01-07T00:00:00Z,211E_211D,0.01236614999999989,1.8505331041666666
2018-01-08T00:00:00Z,211E_211D,0.007447862499999958,1.673339575
2018-01-09T00:00:00Z,211E_211D,0.011489549999999996,1.5820125
2018-01-10T00:00:00Z,211E_211D,0.009385449999999943,1.4924447875
2018-01-11T00:00:00Z,211E_211D,0.009846224999999875,1.5165531166666666
2018-01-12T00:00:00Z,211E_211D,0.007708283333333436,1.3031583333333334
2018-01-13T00:00:00Z,211E_211D,0.004661137500000116,1.2148062625
2018-01-14T00:00:00Z,211E_211D,0.003770774999999893,1.1354052020833334
2018-01-15T00:00:00Z,211E_211D,0.004393266666666729,1.1345770666666666
2018-01-16T00:00:00Z,211E_211D,0.013637991666666571,1.6952906208333334
2018-01-17T00:00:00Z,211E_211D,0.0137082333333333,1.7520208375
2018-01-18T00:00:00Z,211E_211D,0.022166737500000016,1.8682822958333334
2018-01-19T00:00:00Z,211E_211D,0.02014650833333335,2.1362833625
2018-01-20T00:00:00Z,211E_211D,0.024463612499999954,2.1412104125
2018-01-21T00:00:00Z,211E_211D,0.015077379166666516,1.9583260458333334
2018-01-22T00:00:00Z,211E_211D,0.016406262499999952,1.8935927083333333
2018-01-23T00:00:00Z,211E_211D,0.013479187500000026,1.6282906125
2018-01-24T00:00:00Z,211E_211D,0.01411957500000005,1.4662200416666666
2018-01-25T00:00:00Z,211E_211D,0.011354137500000028,1.3482093916666666
2018-01-26T00:00:00Z,211E_211D,0.006635425000000028,1.2372010583333333
2018-01-27T00:00:00Z,211E_211D,0.004276391666666823,1.1489694208333332
2018-01-28T00:00:00Z,211E_211D,0.005322954166666653,1.1270645708333333
2018-01-29T00:00:00Z,211E_211D,0.005614570833333314,1.0787635291666666
2018-01-30T00:00:00Z,211E_211D,0.006264812499999921,1.159258875
2018-01-31T00:00:00Z,211E_211D,0.02421233750000003,1.7319125083333333
2018-02-01T00:00:00Z,211E_211D,0.033518445833333334,2.3251437791666665
2018-02-02T00:00:00Z,211E_211D,0.026120216666666713,2.159948320833333
2018-02-03T00:00:00Z,211E_211D,0.01967338333333335,1.9585750041666667
2018-02-04T00:00:00Z,211E_211D,0.016879500000000047,1.6557176958333333
2018-02-05T00:00:00Z,211E_211D,0.004974891666666648,1.4232802208333333
2018-02-06T00:00:00Z,211E_211D,7.08166666666769e-5,1.3898
2018-02-07T00:00:00Z,211E_211D,0.0027187916666665535,1.2295458416666667
2018-02-08T00:00:00Z,211E_211D,0.002043320833333325,1.0480927695833333
2018-02-09T00:00:00Z,211E_211D,0.0029916666666668736,0.9796610383333334
2018-02-10T00:00:00Z,211E_211D,0.0047791166666667495,0.9279208308333333
2018-02-11T00:00:00Z,211E_211D,0.008006291666666701,1.1965062479166666
2018-02-12T00:00:00Z,211E_211D,0.007510516666666726,1.2136135583333334
2018-02-13T00:00:00Z,211E_211D,0.004656233333333315,1.121045825
2018-02-14T00:00:00Z,211E_211D,0.0028437500000000338,1.0138364499999999
2018-02-15T00:00:00Z,211E_211D,0.002427091666666844,1.0541583333333333
2018-02-16T00:00:00Z,211E_211D,0.00609370833333341,0.9821843516666666
2018-02-17T00:00:00Z,211E_211D,0.0036041291666666733,0.9346593754166667
2018-02-18T00:00:00Z,211E_211D,0.0038021458333333813,0.9029510429166667
2018-02-19T00:00:00Z,211E_211D,6.458000000001407e-4,0.92896249625
2018-02-20T00:00:00Z,211E_211D,2.4999999999993544e-4,0.8372677125
2018-02-21T00:00:00Z,211E_211D,5.104249999999441e-4,0.7482156233333334
2018-02-22T00:00:00Z,211E_211D,-5.624750000000992e-4,0.7740447958333333
2018-02-23T00:00:00Z,211E_211D,-0.0015750083333333869,0.7700562475
2018-02-24T00:00:00Z,211E_211D,-0.003385458333333332,0.7437864541666667
2018-02-25T00:00:00Z,211E_211D,-0.0027736708333333526,0.6965577533333334
2018-02-26T00:00:00Z,211E_211D,-0.003197954166666609,0.68643854125
2018-02-27T00:00:00Z,211E_211D,-0.0014267499999999582,0.63761875
2018-02-28T00:00:00Z,211E_211D,-0.00345841666666676,0.5624187491666667
2018-03-01T00:00:00Z,211E_211D,-0.00271876249999999,0.47859375291666667
2018-03-02T00:00:00Z,211E_211D,-0.0040624666666668014,0.5560000004166666
2018-03-03T00:00:00Z,211E_211D,-0.002667166666666887,0.6073833266666667
2018-03-04T00:00:00Z,211E_211D,-0.0012045791666666454,0.59972312
2018-03-05T00:00:00Z,211E_211D,-0.001979091666666507,0.3326281249583333
2018-03-06T00:00:00Z,211E_211D,-0.011114633333333438,0.38638020833333336
2018-03-07T00:00:00Z,211E_211D,-0.011916679166666685,0.5744374995833333
2018-03-08T00:00:00Z,211E_211D,-0.010760358333333145,0.66904062375
2018-03-09T00:00:00Z,211E_211D,-0.01001363749999995,0.6928516479166666
2018-03-10T00:00:00Z,211E_211D,-0.009294504166666587,0.81570529625
2018-03-11T00:00:00Z,211E_211D,-0.008009208333333554,0.8554462508333334
2018-03-12T00:00:00Z,211E_211D,-0.00608331666666669,0.8989697908333333
2018-03-13T00:00:00Z,211E_211D,-0.0068248666666666695,1.1030630975
