TIME,STUWVAK,VERSCHIL,Q
2021-01-04T00:00:00Z,104FCW_104FKW,0.15866664444444437,0.2120152777777778
2021-01-05T00:00:00Z,104FCW_104FKW,0.16206248333333326,0.17466145958333334
2021-01-06T00:00:00Z,104FCW_104FKW,0.16846875833333327,0.18673437458333333
2021-01-07T00:00:00Z,104FCW_104FKW,0.1656458541666668,0.198271875
2021-01-08T00:00:00Z,104FCW_104FKW,0.15293745833333328,0.19344791666666666
2021-01-09T00:00:00Z,104FCW_104FKW,0.15589592500000013,0.1851375
2021-01-10T00:00:00Z,104FCW_104FKW,0.16202078749999993,0.20325104208333333
2021-01-11T00:00:00Z,104FCW_104FKW,0.15720833750000004,0.16051979125
2021-01-12T00:00:00Z,104FCW_104FKW,0.12204165000000004,0.11086875145833333
2021-01-13T00:00:00Z,104FCW_104FKW,0.11386455000000002,0.09537291683333333
2021-01-14T00:00:00Z,104FCW_104FKW,0.1322187208333334,0.09745000075
2021-01-15T00:00:00Z,104FCW_104FKW,0.1445728583333333,0.107744790875
2021-01-16T00:00:00Z,104FCW_104FKW,0.14676046666666667,0.11524895825
2021-01-17T00:00:00Z,104FCW_104FKW,0.13993753333333311,0.11883020858333333
2021-01-18T00:00:00Z,104FCW_104FKW,0.12349996250000017,0.104773958125
2021-01-19T00:00:00Z,104FCW_104FKW,0.08632290833333334,0.10746458370833334
2021-01-20T00:00:00Z,104FCW_104FKW,0.07182290833333331,0.08861562558333333
2021-01-21T00:00:00Z,104FCW_104FKW,0.09150004583333353,0.095126041875
2021-01-22T00:00:00Z,104FCW_104FKW,0.07418748750000008,0.102441667
2021-01-23T00:00:00Z,104FCW_104FKW,0.08804160416666662,0.08829375108333333
2021-01-24T00:00:00Z,104FCW_104FKW,0.09461449999999998,0.104490625625
2021-01-25T00:00:00Z,104FCW_104FKW,0.10236454583333328,0.10126041691666667
2021-01-26T00:00:00Z,104FCW_104FKW,0.0838020708333334,0.10839687541666666
2021-01-27T00:00:00Z,104FCW_104FKW,0.07764592916666672,0.09980729183333334
2021-01-28T00:00:00Z,104FCW_104FKW,0.06316668750000005,0.08160208395833334
2021-01-29T00:00:00Z,104FCW_104FKW,0.040739616666666666,0.06584687558333334
2021-01-30T00:00:00Z,104FCW_104FKW,0.029812545833333298,0.023240625354166666
2021-01-31T00:00:00Z,104FCW_104FKW,0.04693750416666668,0
2021-02-01T00:00:00Z,104FCW_104FKW,0.058458383333333384,0
2021-02-02T00:00:00Z,104FCW_104FKW,0.06027074999999985,2.1875e-5
2021-02-03T00:00:00Z,104FCW_104FKW,0.03993752499999995,0.006156249991666666
2021-02-04T00:00:00Z,104FCW_104FKW,0.03038543750000004,0.0025770833458333333
2021-02-05T00:00:00Z,104FCW_104FKW,0.04315628333333329,0.004666666622916667
2021-02-06T00:00:00Z,104FCW_104FKW,0.048468733333333236,0.0018958332916666667
2021-02-07T00:00:00Z,104FCW_104FKW,0.06501043750000009,0
2021-02-08T00:00:00Z,104FCW_104FKW,0.0992187749999998,0
2021-02-09T00:00:00Z,104FCW_104FKW,0.10097920000000005,0
2021-02-10T00:00:00Z,104FCW_104FKW,0.10604174166666669,0
2021-02-11T00:00:00Z,104FCW_104FKW,0.11707297916666659,0
2021-02-12T00:00:00Z,104FCW_104FKW,0.12060409583333347,0
2021-02-13T00:00:00Z,104FCW_104FKW,0.1284791708333333,0
2021-02-14T00:00:00Z,104FCW_104FKW,0.13437497083333327,0
2021-02-15T00:00:00Z,104FCW_104FKW,0.12687495416666675,0
2021-02-16T00:00:00Z,104FCW_104FKW,0.05023956666666681,0
2021-02-17T00:00:00Z,104FCW_104FKW,0.03203124583333331,0
2021-02-18T00:00:00Z,104FCW_104FKW,0.07739585833333333,0.19617083333333332
2021-02-19T00:00:00Z,104FCW_104FKW,0.08220835000000011,0.3229656254166667
2021-02-20T00:00:00Z,104FCW_104FKW,0.0985311874999999,0.3239416666666667
2021-02-21T00:00:00Z,104FCW_104FKW,0.10642707916666667,0.3070989591666667
2021-02-22T00:00:00Z,104FCW_104FKW,0.11789585000000002,0.320127085
2021-02-23T00:00:00Z,104FCW_104FKW,0.11756251250000005,0.29830937458333334
2021-02-24T00:00:00Z,104FCW_104FKW,0.09188541666666668,0.3397614579166667
2021-02-25T00:00:00Z,104FCW_104FKW,0.05346882499999998,0.22699166466666668
2021-02-26T00:00:00Z,104FCW_104FKW,0.020218775000000022,0.10173020841666666
2021-02-27T00:00:00Z,104FCW_104FKW,0.01886460416666654,0.06496145816666667
2021-02-28T00:00:00Z,104FCW_104FKW,0.01824997499999988,0.05754687483333334
2021-03-01T00:00:00Z,104FCW_104FKW,0.0181352708333334,0.06302708412500001
2021-03-02T00:00:00Z,104FCW_104FKW,0.021718666666666664,0.06737187591666667
2021-03-03T00:00:00Z,104FCW_104FKW,0.02252083333333336,0.070160417375
2021-03-04T00:00:00Z,104FCW_104FKW,0.02171872916666669,0.071721875625
2021-03-05T00:00:00Z,104FCW_104FKW,0.02167708333333329,0.06822916658333333
2021-03-06T00:00:00Z,104FCW_104FKW,0.022333337500000106,0.06673541695833334
2021-03-07T00:00:00Z,104FCW_104FKW,0.0228541458333333,0.09025624995833334
2021-03-08T00:00:00Z,104FCW_104FKW,0.022562441666666655,0.06771666720833333
2021-03-09T00:00:00Z,104FCW_104FKW,0.023343708333333508,0.075310417125
2021-03-10T00:00:00Z,104FCW_104FKW,0.024177112500000025,0.0910187505
2021-03-11T00:00:00Z,104FCW_104FKW,0.030468762499999896,0.06979791675
