objectid,code,X,Y
1405,254LBW,172375.736400001,396019.681400001
1406,234GB,173168.528999999,382378.363000002
1407,217J,165965.307100002,396998.442499999
1408,104ER,165551.217,423777.102299999
1409,112ERS,196599.577,402171.068999998
1410,114DDU,187899.546999998,400750.410999998
1411,118HSW,133351.491,413855.719999999
1412,232HHA,166465.971000001,401244.227000002
1413,107EHL,177658.754000001,405330.013999999
1414,204CFC,164307.039000001,411198.210999999
1415,204CFD,163886.984000001,412082.175000001
1416,204PKA,169981.927999999,411692.260000002
1417,204PKB,170012.706,411738.105
1418,211TCB,171355.781,409539.958999999
1419,227BBA,166742.8772,406560.685400002
1420,253LCG,180118.651999999,392073.385000002
1421,103SKB,162491.164999999,420769.528999999
1422,108VIS,182595.57,412556.989
1423,105BZS,176616.217,413664.936999999
1424,AKW197,186103.210000001,418806.162999999
1482,205AAA,155147.114999998,410377.383000001
1483,211BB,159952.655000001,407883.91
1484,211EF,164316.342099998,407349.256700002
1485,211JI,173485.803199999,407237.087200001
1486,211JL,170884.142999999,406630.714000002
1487,211LA,171584.845699999,403865.588599999
1488,211LF,173801.649999999,403989.355999999
1489,211MS,175742.515999999,404011.772999998
1490,211MX,177311.671,403187.061000001
1491,117MRD,146145.616,414009.337000001
1492,229D,166091.471000001,404191.340999998
1493,243A,171548.373,400868.660999998
1494,245D,174602.372000001,400485.756000001
1495,245EB,176057.517999999,401235.638
1496,108BO,184598.276999999,405229.276000001
1497,108EL,188535.215999998,406234.344000001
1498,251A,173698.783,398423.079
1499,251CGB,177499.059999999,396476.989
1500,251CH,177363.730099998,396016.316500001
1501,253AB,174528.772999998,396850.863000002
1502,253LF,181918.414000001,391068.331999999
1503,253LI,181750.223999999,390803.050000001
1504,108LAA,188163.406,407736.804000001
1505,211HC,169010.164000001,407914.171
1506,211HE,168843.406,407592.48
1507,211LJ,173714.276000001,404623.228999998
1508,211NI,175535.772,401964.147
1509,280AA,176655.561999999,380981.368000001
1425,204CPD,158522.620999999,412913.210999999
1426,204KPW,164799.063000001,409502.079
1427,204GRH,165405.546,410518.833000001
1428,203KDZ,158920.864999998,406602.228
1429,234SSW,167289.820599999,391960.526999999
1430,AKW15A,194355.067000002,407454.543000001
1431,116HDW,133363.739,413860.375999998
1432,117SLS,146839.478,414521.557999998
1433,117HRL,145864.043000001,414533.046
1434,117MRE,145291.699999999,414754.488000002
1435,234EDA,170246.543000001,385374.769000001
1436,211VLR,173092.521000002,406447.515999999
1437,211LTM,171494.631999999,406206.199000001
1438,211RTV,175606.693,403952.682999998
1439,211VLW,172285.423,407070.789999999
1440,211VKW,172309.022999998,407101.557
1441,261HB,184040.737,390072.506000001
1442,204R,170601.863000002,412128.294
1443,294EC,179041.772999998,370867.605999999
1444,211TDI,161227.675000001,407489.807
1445,204HGA,167066.603,412891.787000001
1446,117MRA,147016.719999999,413922.375999998
1447,106GKA,182895.8781,418009.090799999
1448,AKW245,181408.925999999,418056.362
1449,116KRU,148996.407000002,410731.831
1450,102CRA,149415.335999999,414791.918000001
1451,108EN,188470.702,406504.761
1452,287DL,186072.335999999,378770.159000002
1453,108HBS,181956.579999998,414746.967999998
1454,275JP,188601.063999999,377992.328600001
1455,287A,179686.633000001,378098.857999999
1456,287DF,183804.982000001,377982.802999999
1457,287E,184885.3816,376799.5066
1458,234EC,170653.083000001,386238.390999999
1459,211F,164195.471999999,406983.989999998
1460,108HLS,187861.884,406447.521000002
1461,211JF,173436.462000001,406524.385000002
1462,251D,174977.098000001,398066.151999999
1463,108NDE,184248.940000001,413468.995999999
1464,211NB,173868.955400001,402263.796100002
1465,108HQS,185759.445,411443.820999999
1466,253D,174895.318999998,393948.280999999
1467,211LE,173258.886,404126.907000002
1468,117LW,143710.338,409972.873
1469,253B,173817.346000001,396366.022
1470,117OL,145032.852000002,415372.885000002
1471,211HA,168610.243000001,407708.396000002
1472,275G,183905.585999999,380081.366
1473,261CTC,186031.367699999,385240.917800002
1474,261JB,185143.923999999,390678.903000001
1475,251CE,177178.217999999,395412.526999999
1476,275JL,188955.210999999,377179.942000002
1477,211JCA,171574.782000002,405840.853
1478,204AD,159450.636,413891.199999999
1479,117MRC,145193.791000001,414493.717999999
1480,203A,152706.184999999,410534.539999999
1481,204D,161942.245000001,412786.631999999
1510,261CM,186706.473000001,385336.671
1511,261CT,185816.699999999,385726.478999998
1512,261FB,181468.568,389583.307
1513,261JL,184770.366999999,388711.098000001
1514,261K,185295.750999998,390019.554000001
1515,261F,180297.636999998,388738.767000001
1516,261JO,186027.002999999,389778.355
1517,275HA,186294.103,379368.916999999
1518,275HI,188889.191,379432.579
1519,275J,186858.103999998,377699.546
1520,275KA,187522.447299998,375734.432999998
1521,287BA,181626.556000002,378543.032000002
1522,287DK,185234.964499999,378889.389600001
1523,292D,184286.820999999,375485.011
1524,103KBB,166584.888,416678.357999999
1525,102CEV,151527.842999998,415874.077
1526,205BAC,154878.445,412475.543000001
1527,204BE,158461.414000001,410392.074000001
1528,204BI,157996.401999999,412527.125999998
1529,204CB,160411.296,410477.34
1530,204CN,162362.18,410443.183499999
1531,204ECA,165374.328699999,413401.1701
1532,204FA,165136.719000001,412132.412
1533,204FL,168657.9969,410169.560699999
1534,204HH,167347.703000002,412988.897999998
1588,204FQ,170557.734999999,410639.111000001
1589,204HB,166468.219999999,412971.951000001
1590,251LAA,180427.166999999,396457.006000001
1591,211HG,168752.096000001,408634.443
1592,211KD,172714.662999999,405280.443999998
1593,211MYA,177009.778999999,402705.293000001
1594,117MR,144555.004000001,412889.866
1595,104CS,167851.953000002,422344.256999999
1596,107HB,181723.756000001,402826.785
1597,234FJ,173613.809,384824.083999999
1598,248H,176351.287,399505.719999999
1599,248KA,179843.875599999,399312.6712
1600,107P09,179477.570999999,407447.822999999
1601,251C,174402.951000001,397984.521000002
1602,107P10,179703.463,406252.101
1603,251M,181096.032000002,396608.896000002
1604,253G,176376.544,392927.84
1605,245E,175460.276000001,400816.298
1606,248AA,174037.833999999,399589.157000002
1607,251JDA,180714.534000002,398243.493999999
1608,108BD,183783.441,404878.995999999
1609,261BHA,181472.745000001,384325.390999999
1610,261BK,183370.368000001,382804.066
1535,205BAB,153941.234000001,411775.504999999
1536,211HKB,171359.730999999,409639.991999999
1537,211JH,173439.158,406568.684999999
1538,211LJA,174010.756999999,404696.682999998
1539,211LOA,174657.067000002,403570.272
1540,211MTA,178365.897999998,403961.543000001
1541,234GBA,173141.039000001,382090.057999998
1542,245C,174099.982999999,400503.899999999
1543,245H,176838.390000001,401149.706999999
1544,253S,184572.763,391459.056000002
1545,114APS,191335.074999999,398419.261
1546,206BSC,155517.0748,405214.015700001
1547,203IAA,158967.932999998,405699.929000001
1548,108HHS,187588.037999999,406120.291999999
1549,107DDD,179538.544,403198.506999999
1550,201NVL,154611.7588,410106.011700001
1551,114COS,186921.897999998,400221.640000001
1552,108MLW,184292.254999999,408397.952
1553,108BRO,187056.781,408498.723000001
1554,217B,160917.219000001,405318.388
1555,114DDS,187897.122000001,400078.375
1556,221BOT,162141.552999999,405690.25
1557,114CXL,187077.129999999,400984.603
1558,AKW839c,146984.443999998,416045.112
1559,217RSW,167419.1864,394932.905099999
1560,234PRK,171232.3794,389939.826200001
1561,261BFA,181386.454,385027.956999999
1562,261CO,187198.870999999,384452.934999999
1563,261CTE,186168.394000001,384333.993000001
1564,275HC,188072.866999999,379458.537000001
1565,275N,188416.510000002,374361.291999999
1566,280BC,176834.322000001,378531.105
1567,280G,177109.081999999,376064.401000001
1568,287D,182286.706999999,377657.986000001
1569,287DB,183399.666000001,377271.43
1570,287GB,187283.009,376026.945999999
1571,107PMC,181990.947999999,411559.021000002
1572,280AB,175746.403000001,380264.423999999
1573,251CP,182712.82,395018.284000002
1574,251JFB,182760.899999999,397261.420000002
1575,108NOS,180785.138,414919.932
1576,104F,169943.16,421696.373
1577,108HCS,183207.48,411020.146000002
1578,117LDA,143662.192000002,409463.028000001
1579,251JD,178820.774999999,398037.706
1580,116GZG,149338.350000001,411227.517000001
1581,201O,176965.798999999,381109.868999999
1582,202A,153038.482999999,411356.864
1583,251K,178957.899999999,397107.75
1584,204BL,162989.072999999,414575.309
1585,204ECB,165854.837499999,413672.8081
1586,204FE,167530.796,410089.728
1587,204FN,169775.185600001,409983.798099998
1611,261JF,185640.120999999,390580.528000001
1612,261M,186520.802999999,390414.829999998
1613,279E,180091.872000001,381022.820999999
1614,292BA,182777.144000001,374371.910999998
1615,251CM,179206.826000001,394495.017000001
1616,108CA,185868.778000001,406316.228999998
1617,108CR,183790.309999999,406604.756999999
1618,108FB,187985.324000001,409949.140999999
1619,108HUL,187298.699000001,408348.806000002
1620,117MRB,145845.193999998,414450.612
1621,205DAA,156302.046999998,411043.712000001
1622,294D,179052.754799999,373145.296700001
1623,234ED,170854.353,385130.412
1624,261BIR,183324.392999999,384214.653999999
1625,104FYA,171989.859000001,418305.177000001
1626,104FIW,175909.912,417678.208999999
1627,102CRS,150036.412999999,414993.897
1628,103KCS,160585.890000001,417687.849
1629,104FXU,172163.16,418877.346000001
1630,114DNZ,190409.223999999,400588.118000001
1631,201T,180680.184999999,372568.956999999
1632,204HE,166344.081,413402.331
1633,211HH,169831.397999998,408799.294
1634,211HK,171131.607000001,409478.368000001
1635,211LL,172932.285,403517.221000001
1636,211MLA,178857.677000001,400559.561000001
1637,234CA,170535.587000001,395545.219999999
1638,234CJ,170115.706999999,394340.567000002
1697,114DXS,188546.401999999,400016.605999999
1698,114LTW,192321.7432,401769.265900001
1699,238BSW,169812.548700001,397841.977899998
1700,110BVB,191869.122000001,404599.197999999
1701,217KNZ,161618.850000002,405006.410999998
1702,108EO,188582.061000001,406829.732000001
1703,221BTW,162220.348999999,405904.241999999
1704,108PLN,185853.895,406615.427000001
1705,110BHB,192101.285,405034.835000001
1706,108HMP,190082.350900002,405115.406100001
1707,201LVS,156536.461199999,408120.561700001
1708,108CT,184105.068,407164.243999999
1709,225A,164193.440000001,404692.199999999
1710,108HSS,182960.48,403923.515000001
1711,280D,175464.633000001,379157.009
1712,238C,169761.284000002,398780.798999999
1713,217ED,168972.560400002,398053.958900001
1714,227CD,167187.952,405536.828000002
1715,AKW286HV8,178703.047600001,420036.8048
1716,261MZN,177588.5262,389564.0392
1717,203L,156578.754000001,402559.123
1718,108NRS,183559.265999999,407129.079
1719,114SMD,192462.673,404362.888
1720,204TRT,154916.406,412470.522
1721,234GA,173285.344000001,383829.675999999
1722,217KC,167518.352000002,393368.346000001
1723,251CI,178361.311000001,396158.285
1724,253BC,176602.579999998,394332.462000001
1725,253L,179013.274,392911.232999999
1726,256AC,174618.380800001,392868.184099998
1727,261BIB,183110.243999999,383566.724
1639,204HK,168664.901999999,413134.868999999
1640,211ED,164675.3325,405448.924400002
1641,276B,177212.9586,382647.356800001
1642,277A,177044.928199999,382050.627
1643,253NRS,178005.592300002,391866.069800001
1644,118HLA,140681.754799999,412422.087099999
1645,112A6,196173.545000002,399403.780000001
1646,234D,170641.721200001,391759.0108
1647,AKW160,188964.278000001,417364.645
1648,217AE,162092.859999999,402925.739999998
1649,234LHC,170753.559700001,391274.8937
1650,108KBS,184715.848999999,406109.739999998
1651,234PRB,172035.2874,388568.503600001
1652,108GOV,188068.425999999,409396.6701
1653,205RHP,154918.158199999,410408.793900002
1654,251H,176880.741999999,397798.629999999
1655,203ID,157507.493000001,406415.640999999
1656,250C,174789.061999999,398742.932999998
1657,261MZR,177536.004999999,389617.9014
1658,108GOB,188071.806000002,409422.208999999
1659,234PRL,171095.781399999,389976.805399999
1660,275JB,187440.557,377707.363000002
1661,204CQ,163682.242199998,410747.081599999
1662,203MA,175949.096999999,384111.396000002
1663,108KKS,185051.947999999,409079.013
1664,108HST,183210.578000002,404087.749000002
1665,234HKL,173023.991300002,386659.2476
1666,250B,174340.298,398694.370000001
1667,117GMT,145576.6162,412379.766899999
1668,204TRJ,154915.519299999,412472.424800001
1669,114DMZ,191110.997000001,401093.513
1670,234PRH,171628.963,389789.644000001
1671,204TOR,154917.790399998,412472.093699999
1672,118MTW,141817.5469,412267.757399999
1673,108BA,182506.127,401789.574000001
1674,107HA,181983.984999999,401625.664999999
1675,204OA,169330.116,411485.443999998
1676,211B,158641.509,408452.162999999
1677,211EE,163889.859000001,407069.09
1678,211G,165616.4811,406637.078899998
1679,211HFB,168783.519000001,409034.184
1680,211HGA,168742.102000002,408626.359999999
1681,211HKD,171295.4307,409495.8631
1682,234CO,170695.254999999,394717.530000001
1683,234FE,175940.379999999,383519.585000001
1684,211MM,174444.590999998,402505.506000001
1685,206BOS,155504.170200001,405593.8024
1686,251JB,178168.438999999,397945.668000001
1687,227I,171346.497200001,402674.303100001
1688,108EDS,189461.790600002,409087.3653
1689,114CLA,192195.802000001,403241.734000001
1690,294A,179732.287999999,373864.513
1691,AKW286HV1,178708.804000001,420054.0079
1692,102LGH,152681.559900001,415019.381499998
1693,112GRS,195796.0999,405851.9494
1694,230BAA,166829.429000001,401739.004999999
1695,108RKV,189804.397500001,407072.8913
1696,217LRW,166823.535999998,398868.644000001
2139,BKW3,196351.041999999,404078.995000001
2140,105ZAN,177391.669,415322.901999999
2141,261JJ,186226.704999998,392453.18
2142,211MTB,178683.035799999,403908.528099999
2143,AKW839f,146987.585000001,416045.193999998
2144,AKW839g,146987.807999998,416042.679000001
2145,AKW839b,146981.552999999,416042.346000001
2146,102CPS,152682.9712,415020.617400002
2147,AKW839a,146981.375999998,416044.491999999
2148,248D,174915.476,399420.800000001
2149,211RBW,165795.800000001,406583.697999999
2150,211GA,165741.365200002,406041.456999999
2151,292WBN,181151.772999998,373325.486699998
2152,292KLW,180367.440200001,374859.495099999
2153,251JE,180502.576000001,399260.052000001
2154,261BC,178753.732999999,387716.250300001
2155,261BB,178518.824999999,388002.6556
2156,204A,152814.928100001,411934.4714
2157,201C,163629.837000001,404998.831
2158,227AA,164959.787,405141.221999999
2159,201EMD,151291.675000001,416904.048
2160,AKW42,193711.172499999,409174.029300001
2161,104FKW,176859.241999999,418640.741
2162,104FRW,174427.557999998,418751.888999999
2163,AKW15C,194358.394699998,407453.086199999
2164,211H,166236.883000001,406573.941
2165,217G,164884.412999999,400244.135000002
2166,261BD,178949.828000002,387433.715
2167,261BH,181353.484000001,384401.789000001
2168,261BE,179179.921999998,386785.142999999
2169,261CI,184244.623,386801.891800001
2170,261BI,182414.789999999,383310.192000002
2171,261BF,180288.842,385959.120000001
2172,V2KW0,148269.874000002,410424.100200001
2173,256A,173178.668000001,394138.688000001
2174,108BOH,182778.195,405033.191
2175,261CA,178983.581999999,388563.649999999
2176,261CE,181182.272999998,387584.603999998
2177,211EHP,170471.427000001,405668.583000001
2178,211EIK,170275.289500002,405539.4421
2179,204SPG,162712.851100002,414553.809500001
2180,243HOK,171622.620999999,401258.953000002
2181,217HEG,168350.037500002,397028.250599999
2182,204MAX,166853.765999999,411976.574000001
2183,107HVN,176662.120700002,408691.048
2184,211LHW,166413.158100002,408189.034400001
2185,217JEK,166970.094500002,397339.272100002
2186,211NRD,166539.673999999,408198.717
2187,104PWZ,174117.6314,415809.878699999
2188,105WEV,173073.990600001,412292.864799999
2189,105SBG,173348.6417,412951.268199999
2190,105NBG,173162.454100002,413620.8902
2191,261LVD,188071.829999998,383823.5946
2192,261LEE,187954.5277,383862.539999999
2193,211ELZ,174229.612100001,403496.4122
2194,227DRH,167698.580800001,404605.0414
2195,261EZW,187253.9219,381915.652399998
1728,261BR,188116.739999998,381743.366
1729,261CQB,186007.298999999,387785.460999999
1730,261CTB,185767.066,384429.068999998
1731,261JQ,186931.793000001,388344.873
1732,275AA,178195.938000001,383318.802000001
1733,275JD,189552.899,376378.526000001
1734,280BA,177085.997000001,380074.66
1735,287DD,184698.629000001,376209.057999998
1736,292E,184947.454999998,375170.732999999
1737,107PMB,181950.002999999,411459.359999999
1738,292AC,180730.756999999,374336.491999999
1739,294B,179674.745499998,373727.457600001
1740,104FSV,170823.653000001,417921.107999999
1741,251LAB,180610.390999999,396068.300000001
1742,211JCC,171385.717,405801.335999999
1743,104FYB,172234.907000002,418403.475000001
1744,103JVM,162830.27,417974.737
1745,234CBA,167844.741,391891.938999999
1746,104FCW,178757.725000001,419052.658
1747,280KNW,176819.454999998,381108.228
1748,294LGD,179797.043000001,373872.600000002
1749,253GRT,176365.149,392913.037999999
1750,234SGH,172534.741999999,383361.879000001
1751,234SAN,172497.182,383384.276000001
1752,AKW1004HV4,133360.921999998,413875.217
1753,AKW1004HV3,133358.890999999,413873.377999999
1754,AKW1004HV2,133350.085000001,413865.096999999
1755,234BKA,170050.294,393155.329
2196,211HEK,165507.447999999,406027.465
2197,261WFN,175203.056000002,389977.453000002
2198,108DV,186260.278999999,407421.456999999
2199,234RBW,169505.845199998,395232.136999998
2200,103DT1,162060.546100002,420112.068100002
2201,103BIH,164514.912900001,421494.194200002
2202,292PEG,185248.8484,375444.098700002
2203,253BFA,173999.945999999,395286.702399999
2204,AKW286HV2,178703.540399998,420054.191100001
2205,AKW286HV3,178699.2918,420055.629099999
2206,AKW286HV4,178695.016600002,420057.101300001
2207,AKW286HV5,178690.809599999,420058.612300001
2208,AKW762HV2,152798.647100002,418381.239399999
2209,AKW762HV1,152794.948199999,418379.196800001
2210,AKW762HV6,152813.547600001,418389.876899999
2211,AKW762HV7,152817.167100001,418391.8616
2212,AKW762HV5,152809.856699999,418387.875599999
2213,AKW762HV4,152806.048,418385.511599999
2214,AKW762HV3,152802.073100001,418383.255600002
2215,AKW762CV3,152822.954999998,418362.467
2216,114BUS,188002.967099998,401587.1756
2217,114CTC,185591.435199998,400493.1851
2218,114CTD,185917.276700001,400738.4102
2219,204TRS,154919.952599999,412473.228399999
2220,118EDF,136231.780000001,410742.408
2221,234EE,170985.158,384510.272999998
2222,116BIN,148981.848999999,411356.015000001
2223,107VOO,178319.857999999,408734.998
2224,103HHS,163000.937899999,417663.891899999
2225,253BPD,176824.221000001,392933.416999999
2226,253GTL,176190.957199998,392959.385299999
2227,253TYF,175446.1686,393214.0042
2228,253BPK,176929.241099998,392958.670600001
2229,253H,177001.305,392974.835999999
2230,253BCF,174736.6076,394137.859700002
2231,253BCG,174700.738299999,394199.842799999
2232,253BCH,174660.404399998,394290.5601
1756,201KKW,180075.489999998,375059.476
1757,204KLO,153114.936000001,412185.181000002
1758,204KLS,153115.796999998,412182.956999999
1759,102DDP,151139.791999999,414564.07
1760,114CNS,186050.164999999,399721.842
1761,275HGB,188938.629000001,379433.048999999
1762,294KDO,179741.103999998,373863.620000001
1763,294LGE,179797.364,373869.82
1764,201KNW,176996.831,381620.473999999
1765,117GPV,146597.412,414631.614999998
1766,211LT,174459.701000001,405606.414999999
1767,211HD,169768.581,408667.587000001
1768,280AC,175510.809999999,380067.421999998
1769,103KLS,159494.978,417276.103999998
1770,211MOR,172613.388999999,409103.118999999
1771,211MRN,172612.703000002,409103.114999998
1772,116KKW,147566.181000002,411522.879999999
1773,116HLF,146907.723000001,412312.16
1774,108BN,184609.112,405037.633000001
1775,204AK,161373.708999999,415621.072000001
1776,261OKB,185277.034499999,390024.698800001
1777,261BZD,186095.263,381493.272999998
1778,108FNS,183843.533,409128.063000001
1779,105PDT,175942.936999999,414314.550999999
1780,105PGS,176451.585999999,414464.072000001
1781,107EAK,177569.353,406876.304000001
1782,108LRS,189627.9584,410963.357000001
1783,108RSA,178989.686000001,416756.965999998
1784,104FZD,173360.874899998,416633.788199998
1785,105BFA,176462.607000001,410528.359999999
1786,104FEV,171198.5418,416933.173799999
2233,253BCI,174609.102200001,394377.997900002
2234,253BCB,174834.057399999,393992.960700002
2235,253BCC,174801.4529,394035.0317
2236,253BCD,174785.4102,394058.092700001
2237,253BCE,174765.326200001,394088.042199999
2238,253BCM,174410.5275,394631.555
2239,253BCJ,174550.032400001,394450.326400001
2240,253BCK,174472.272999998,394517.113600001
2241,253BCL,174411.816500001,394600.1065
2242,253BCN,174414.371199999,394631.513999999
2243,253BCA,174853.762899999,393989.688200001
2244,253GRA,176154.199200001,392974.424899999
2245,102KHW,147896.367699999,413536.435600001
2246,117DVU,146152.289999999,413995.683499999
2247,275HF,185691.936999999,381391.804000001
2248,261J,184197.853,389660.142000001
2249,275JM,190374.295000002,377836.094999999
2250,280BD,175808.431000002,379094.401999999
2251,253U,185585.892000001,392136.846999999
2252,275JJ,189257.603,375469.478
2253,287CA,182183.0,378911.719999999
2254,105OXS,178877.397999998,414978.594000001
2255,261BT,185380.653999999,381894.436000001
2256,275JN,191258.359999999,377629.090999998
2257,102RPD,152531.555599999,415363.779399999
2258,102RTP,152533.818500001,415366.601599999
2259,102HHG,152533.729800001,415367.4749
2260,102HML,152534.399,415367.748799998
2261,103IDG,153902.352299999,416056.577599999
2262,104GRB,167151.218699999,417600.839400001
2263,234END,174402.743999999,383576.1072
1787,104FGW,177729.767000001,417013.322000001
1788,104FZB,173339.385000002,417237.785999998
1789,105VLW,176626.217,413647.359000001
1790,105OUS,178547.818999998,414700.798
1791,105PCS,174785.140999999,414102.427999999
1792,106UGT,186467.807500001,416797.1745
1793,107EQP,177978.438999999,409282.219999999
1794,251L,179676.857000001,396378.366
1795,108GW,187294.436999999,409442.328000002
1796,211JP,171429.721999999,406651.035
1797,108RLA,179979.250999998,416904.364
1798,105AHS,175362.364999998,410816.247000001
1799,105NXS,177670.222800002,413239.8675
1800,105NXV,177666.903999999,413588.463
1801,105OVS,178692.458999999,414828.885000002
1802,107EGS,181027.473000001,408495.074000001
1803,107EHS,180945.017999999,409098.258000001
1804,107GHC,178786.866,405000.519000001
1805,292AD,181550.100000001,374677.346000001
1806,104FAW,171908.631999999,415728.144000001
1807,104FGS,177650.445,416891.93
1808,105ADH,178847.822000001,410788.326000001
1809,105PBR,175997.427999999,414092.210999999
1810,105PDS,175931.103999998,414304.760000002
1811,104ESW,168157.283,422338.872000001
2264,261BIH,186376.546999998,383636.693
2265,217FA,164782.664000001,400706.572000001
2266,253LH,181049.927000001,390955.322000001
2267,261HC,183493.471000001,389326.787999999
2268,116OUD,147565.8156,411505.944899999
2269,211EC,165099.688000001,405822.728
2270,204E,164508.910999998,412509.784000002
2271,204FC,165894.171,410366.818
2272,234NVW,169762.726100001,395171.7742
2273,217LIJ,168398.208000001,398353.585999999
2274,211ML,177524.535999998,401828.02
2275,253TYE,175472.064100001,393181.995999999
2276,253TYD,175506.946600001,393169.384799998
2277,253TYC,175530.7159,393144.2885
2278,253TYB,175556.444600001,393127.359900001
2279,211MV,176140.728,403188.245000001
2280,211LN,173704.846000001,403372.004999999
2281,104ERF,173207.9496,421985.971700002
2282,211MU,175876.43,403140.638999999
2283,253TYA,175595.000300001,393110.465999998
2284,253TYL,175307.968199998,393378.133099999
2285,253TYK,175323.421100002,393354.237799998
2286,211LM,173302.91,403596.605
2287,211JA,170170.978,406203.938999999
2288,274HBW,176679.986299999,383472.6844
2289,246A,173570.881999999,399887.070999999
2290,112GTS,195579.098000001,404498.350000001
2291,275GVW,189887.671599999,376561.9298
2292,234SPG,172059.980700001,389203.2927
1812,104L,168328.752999999,421815.638
1813,104Y,170614.785,423801.778999999
1814,108AZ,183655.199999999,404456.436999999
1815,104ESU,167024.921999998,423400.186999999
1816,102LWG,147779.552999999,416097.342999999
1817,AKW5,194641.07,406653.215
1818,234HSD,171953.763,387775.780000001
1819,253GEN,179301.592,391527.111000001
1820,229TMD,167439.024,404645.192000002
1821,211RMH,172020.136,408334.870000001
1822,211GMZ,172158.030000001,408620.574000001
1823,107GHD,178914.960999999,405377.747000001
1824,104FMW,174810.673999999,418003.471999999
1825,105BGA,177205.541999999,411204.192000002
1826,105ADS,177571.295000002,412166.372000001
1827,114OPW,190580.370000001,398726.112
1828,105AES,176245.195999999,411707.012699999
1829,105BZV,176578.384,413637.927999999
1830,105OMS,177981.607999999,415219.285
1831,105OQS,178492.101,414221.583000001
1832,211MLB,178210.386599999,402121.190299999
1833,105PBK,175817.140000001,413495.883000001
1834,105PCL,173412.287999999,414387.475000002
1835,106UHA,184216.758000001,416441.601
1836,108KGS,182476.670000002,413275.254000001
1837,105DHA,176152.826000001,412838.848999999
1838,107ECR,177949.767000001,408709.594000001
1839,104FKV,170403.166999999,416973.105999999
1840,105ACS,177156.850000001,412811.846999999
1841,105HOO,179151.377999999,416266.046999998
2293,234SRT,172060.233800001,389192.083900001
2294,234SPO,172061.3116,389169.805100001
2295,234SPT,172060.6435,389180.230900001
2296,234SGO,172059.820599999,389214.0999
2297,261HD,183633.385200001,388931.993000001
2298,251CAA,175441.7467,397385.568399999
2299,253GRB,176134.428399999,392978.778700002
2300,253GRG,176039.368900001,393005.8268
2301,253GRC,176116.164799999,392984.1435
2302,253GRD,176098.326499999,392990.765299998
2303,253GRE,176076.750399999,392995.1646
2304,253GRF,176058.578899998,393001.562100001
2305,253GRH,176020.1283,393012.557300001
2306,253GRI,175994.346900001,393019.0119
2307,275DRW,180422.297200002,382946.983199999
2308,253DHO,175310.9998,393383.849599998
2309,253TYJ,175349.602200001,393327.512800001
2310,253TYI,175377.0233,393298.389600001
2311,253TYH,175404.567299999,393274.307100002
2312,253TYG,175420.0405,393243.361299999
2313,V2KW1-C,148208.970699999,410313.780699998
2314,V2KW1-A,148207.462299999,410332.921300001
2315,V2KW1-B,148208.216499999,410323.351
2316,114CTB,185525.528999999,400443.427999999
2317,261CH,183013.842999998,387168.362
2318,261CG,182360.164999999,387421.726
2319,261CC,179907.374000002,387804.473000001
2320,261D,178983.129999999,388585.594999999
2321,261CB,179251.473000001,388243.438000001
2322,253GF,178039.851,391366.664000001
2323,261G,181924.82,388949.756000001
1842,105PAS,178893.284000002,415625.368999999
1843,107ECF,180697.737,406070.298
1844,107EQS,179251.760000002,409638.57
1845,107FGS,180974.943,413180.293000001
1846,292PLW,180702.671999998,373216.576000001
1847,258HVW,173116.98,392233.032000002
1848,108GAS,184285.471999999,409326.782000002
1849,211DWL,167205.335499998,407180.169300001
1850,108KLS,183945.234999999,411464.526999999
1851,108RSB,179396.431000002,416816.188999999
1852,104FPX,174606.009,417532.169
1853,104FCV,171486.085000001,416480.686000001
1854,105AFS,175950.670000002,411532.309999999
1855,105HOE,176904.866999999,414599.645
1856,261HEI,183988.973000001,386958.009
1857,261HAE,183988.670000002,386956.210000001
1858,108BAR,184488.620999999,413180.853
1859,211HI,169903.568,408913.186000001
1860,211IB,169714.401099999,406613.656199999
1861,211JIC,174113.791999999,408209.743000001
1862,211LD,172986.083999999,404120.085999999
1863,211LP,174922.458999999,403667.544
1864,211LR,173152.248,405004.568999998
1865,211MG,174925.151000001,403211.686000001
1866,211MLC,178242.567000002,401795.509
1867,234BDD,170742.241,385993.164999999
1868,234OTW,171711.93,393941.861000001
2324,114GMW,185540.252599999,400454.354400001
2325,240A,170378.712400001,400547.2799
2326,240C,171360.177000001,398249.567000002
2327,253AC,173488.384199999,397677.0601
2328,251ELS,182211.803300001,399541.2234
2329,251JFC,181794.368099999,398057.8116
2330,107P12,180570.936999999,404255.458999999
2331,251JEA,181928.649799999,399506.310800001
2332,107P14,181491.835999999,402089.059
2333,107P13,181362.664000001,402778.987
2334,118TBW,141548.9263,412804.8466
2335,205KNN,158671.784200002,407016.579700001
2336,248C,174491.050999999,399398.390999999
2337,253ZUI,176579.677900001,395548.832800001
2338,253ZOM,176853.0438,395777.654300001
1869,234NTG,171854.789000001,393909.302999999
1870,203NWH,158201.778999999,406552.870999999
1871,202BRD,153591.077,410524.561999999
1872,322HAV,173785.123,390864.484000001
1873,204WRW,171708.929000001,412106.416000001
1874,211MN,174997.9738,402579.347300001
1875,234EN,172625.526000001,385575.502
1876,248E,175315.114999998,399443.899
1877,248HC,177042.23,399550.127999999
1878,251CB,175880.446800001,397344.997499999
1879,251CG,177346.131000001,396409.546999998
